,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
4,4702.915801304536,287.1670136173575,208.29337767683788,538.084766755683,746.378144432521,714.3848964841784,5292.06579151249,6038.443935945012,One-Way Spanning RC,14445618.5091,20412.0,48652910.21620991,101.11932956377345,264.21639824986596,Residential,121.55,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
5,5623.701026144521,315.573720474267,233.68670789880264,603.681049494986,837.3677573937889,754.724061573157,6250.205814055604,7087.573571449395,Precast Hollowcore with In-situ RC Beams,15601590.2634,20412.0,54030134.99996718,109.21113184413177,311.55285841170564,Residential,121.55,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
6,5530.960274791351,423.9848361254362,195.69465034692968,505.59279894896537,701.2874492958954,31.786704104074566,6208.675151929363,6909.962601225259,Non-Composite Rolled Steel with PCC Planks,19448543.8923,20412.0,46285697.49619188,136.13980724625992,310.83749555044204,Residential,125.7204,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
7,5614.323685704865,419.9238580203757,189.87022710101462,490.5565407421305,680.4267678431455,-205.58057284212964,6304.63937402595,6985.066141869097,Composite Rolled Steel with Metal Decking,18569309.1747,20412.0,45031212.09660709,129.98516422281645,315.2373377546917,Residential,125.658,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
8,5843.814542004587,464.03879884426533,184.09981718187777,475.666674736195,659.766491918073,-349.8142001913682,6573.450100097883,7233.216592015959,Composite Cell Beams with Metal Decking,20063150.7395,20412.0,43851505.67836645,140.44205517682133,328.91887885923495,Residential,121.54375999999998,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
9,4517.486259386886,505.90643800882896,154.75711562921475,2147.2547550121476,2302.0118706413623,-499.6599134693363,5260.205101015641,5824.41880651939,Steel Frame with CLT Slabs,16999981.8837,20412.0,37528054.90213412,118.99987318584002,263.5314998139076,Residential,124.384,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
10,4499.305844369135,536.4756558249903,159.75226460478464,2906.7585377159025,3066.510802320687,-608.3233518942661,5284.02298560388,5870.233867924569,"CLT, Glulam and Steel Column Hybrid",17274759.774,20412.0,38529746.93933201,120.92331841771971,264.792587890535,Residential,126.75,26,C32/40 - 50% GGBS,Yes,Yes,PC Cladding,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,267168.0,0.0,0.0,,Education,0.0,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
1,73279.77564415861,3251.962885426784,2184.2956177877463,5642.790635921985,7827.086253709729,7060.602565532534,80966.75858779285,88793.84484150259,PT RC Flat Slab,140496613.5271,267168.0,561610309.8909642,983.4762946899053,306.73671578363707,Education,109.34000000000002,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
2,64444.440448397894,2928.079735371023,1850.4977630130472,4780.520966359923,6631.018729372967,7363.027134127789,71260.75241077613,77891.77114014914,RC Rib Slab,127250081.9962,267168.0,488045378.35796154,890.7505739737356,270.06042259832714,Education,119.9,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
3,73039.4610664379,3281.972899161101,1930.7887117030705,4987.929278922328,6918.717990625397,10960.379514748722,80699.24076450024,87617.95875512563,Two-way RC Slab,127186526.2287,267168.0,503879107.0589511,890.3056836011956,305.3866722365756,Education,118.25,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
4,70885.15945992296,3150.695617705866,2057.2409146601,5314.581765448186,7371.822680108286,7725.062297512364,78316.34307646837,85688.16575657668,One-Way Spanning RC,123401480.5333,267168.0,529706611.3153509,863.8103637328658,296.3684028034841,Education,120.45000000000002,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
5,67714.80678809712,2971.3851251370243,1978.838625240714,5112.052254777145,7090.890880017858,6435.546937828114,74151.42389756451,81242.3147775824,Precast Hollowcore with In-situ RC Beams,120787514.1786,267168.0,512944000.7556165,845.5125992498622,280.7107756049167,Education,113.30000000000001,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
6,75093.26248113312,5206.781722622983,1821.3909154200137,4706.17111878559,6527.562034205601,-3580.349911749935,83083.54235033737,89611.104384543,Non-Composite Rolled Steel with PCC Planks,188036520.5537,267168.0,483633420.78167176,1316.2556438758988,315.90534043827586,Education,122.48500000000001,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
7,62687.20842674227,4501.792514325068,1260.6618678782318,3257.7805537063555,4518.4424215845875,-7141.88695493535,69737.35477221124,74255.79719379585,Composite Rolled Steel with Metal Decking,166401486.6438,267168.0,364753799.5441021,1164.8104065064515,265.38419712958773,Education,119.06840000000001,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
8,70474.68593553419,5524.337774972278,1307.5201899892868,3379.137932307983,4686.658122297269,-9523.031486952015,78674.25500420762,83360.9131265049,Composite Cell Beams with Metal Decking,204562875.8417,267168.0,374104332.05474246,1431.9401308919012,299.8345428161289,Education,119.87931999999998,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
9,50709.37331608212,6759.707529248243,933.6499334636966,30336.19380764743,31269.843741111134,-13350.358581357266,59594.33757740392,63094.71832157319,Steel Frame with CLT Slabs,170003731.7084,267168.0,295963925.1707167,1190.0261219586398,227.51363823273206,Education,120.0738,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
10,47976.19334740113,7294.167053173214,1015.5825243227225,52511.00517717938,53526.58770150211,-15868.212739680983,57690.697170045896,61605.12584434803,"CLT, Glulam and Steel Column Hybrid",213233982.2967,267168.0,312668261.877822,1492.6378760769203,221.52104685487342,Education,130.24,22,C32/40 - CEM I (OPC),Yes,No,Curtain Walling,8,8
0,47004.04810039489,2090.808030474617,1645.182763410076,4250.103477400707,5895.286240810784,5798.751981299587,52003.21426744701,57898.50050825777,RC Flat Slab,82657938.3181,176904.0,348613769.0167093,578.605568226645,297.2336399158507,Office,92.16,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
1,45741.20262435798,2035.501674118383,1655.1716565828137,4275.906877548863,5931.078534131678,4994.583496915939,50617.198397908505,56548.27693204017,PT RC Flat Slab,101141175.5663,176904.0,350240710.1713662,707.9882289639711,290.1301645348465,Office,92.34000000000002,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,176904.0,0.0,0.0,,Office,0.0,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
3,44660.87203594044,1956.1912919947608,1274.201497672255,3291.7812807605337,4565.982778432789,8996.11000842705,49325.78504222635,53891.76782065915,Two-way RC Slab,82152110.5188,176904.0,267315209.07755697,575.0647736316797,282.0786970100056,Office,103.05000000000001,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,176904.0,0.0,0.0,,Office,0.0,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
5,38561.44916066663,1597.005592340605,1284.1828989170374,3317.565327691913,4601.74822660895,4074.3392595246623,42037.07013076146,46638.81835737041,Precast Hollowcore with In-situ RC Beams,75407496.1331,176904.0,272111956.018644,527.8524729319925,240.61028921727856,Office,96.75,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
6,41413.88856018327,3070.676991314633,1009.0046033855295,2607.3474167166937,3616.3520201022225,-3664.6436836955418,45686.952547992965,49303.304568095184,Non-Composite Rolled Steel with PCC Planks,120227022.5502,176904.0,214583996.17651343,841.5891578514841,263.01576960297365,Office,105.2064,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
7,33675.08184753109,2718.3611650736593,625.5189959149452,1616.821541842782,2242.3405377577274,-6315.40546476284,37504.43599839348,39746.7765361512,Composite Rolled Steel with Metal Decking,110478780.1855,176904.0,135847776.09094092,773.3514612984308,216.37604271069,Office,99.97200000000001,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
8,37816.41446394766,3232.9029921271194,660.4109976844818,1707.1073344907709,2367.5183321752525,-7407.819161812272,42243.46190432989,44610.98023650514,Composite Cell Beams with Metal Decking,131180838.1408,176904.0,142855779.265698,918.2658669858823,243.98389958008732,Office,100.0008,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
9,28454.71888766505,4626.3128222662735,431.07068785268655,23417.926766211593,23848.997454064283,-11647.413239943036,34057.099753477494,35725.473354330774,Steel Frame with CLT Slabs,117465889.5133,176904.0,95573484.03462525,822.2612265934437,197.16547381670816,Office,102.65400000000001,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
10,22688.07555077811,4451.376711805607,451.1722690521591,37315.34583223886,37766.51810129103,-11985.714400148121,28221.503946089222,30037.692255380258,"CLT, Glulam and Steel Column Hybrid",115362002.1422,176904.0,100486560.52874906,807.5340149955234,164.09486479155217,Office,110.16000000000003,18,C32/40 - 25% GGBS,No,No,PC Cladding,9,9
0,52630.320874456236,2784.801600715729,1535.7061561392034,3967.5418900983077,5503.2480462375115,5846.778360514874,58595.78007054888,64099.02811678639,RC Flat Slab,97926905.7473,268128.0,475329438.2644428,685.488340231256,221.09316599079594,Residential,59.995000000000005,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
1,43700.689462485934,2445.980618889869,1317.6749099272872,3404.3215819502893,4721.996491877577,4252.584349351642,48795.374978937,53517.37147081456,PT RC Flat Slab,104653224.3086,268128.0,429589664.31374836,732.5725701598507,184.71755112892666,Residential,59.345000000000006,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
2,41074.94780248697,2376.3659552053537,1182.876590112734,3056.1093300696757,4238.985920182409,4909.220887081985,45931.354246783536,50170.34016696596,RC Rib Slab,100279454.8699,268128.0,403551605.86515725,701.9561840890004,173.92182252831685,Residential,63.050000000000004,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
3,44493.25167398565,2516.610912561365,1219.6156607088801,3151.0140330502813,4370.6296937591615,6263.386045055454,49685.443189665166,54056.07288342436,Two-way RC Slab,87231935.4233,268128.0,410994031.2414589,610.6235479631316,187.58229926612773,Residential,63.050000000000004,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
4,43981.42989781658,2470.971926700149,1281.303446264307,3310.3664845595804,4591.669930823888,4990.911435625719,49110.34302687638,53702.01295770027,One-Way Spanning RC,91076622.0174,268128.0,422575547.2949853,637.5363541216858,185.5378005318283,Residential,63.375,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
5,46554.13531512646,2498.9265787775207,1374.622125849491,3551.42815065146,4926.050276500951,4244.286520065707,51259.44038864706,56185.49066514801,Precast Hollowcore with In-situ RC Beams,97561228.2735,268128.0,441072976.23218703,682.9285979143773,193.72228557465627,Residential,60.775,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
6,42394.5530253558,3332.460283301517,1076.5042601157809,2781.741067238479,3858.245327354261,-1576.951137908633,47226.90868873974,51085.154016094,Non-Composite Rolled Steel with PCC Planks,126588482.8139,268128.0,381550083.01269877,886.1193796970517,179.44052120045947,Residential,65.5304,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
7,46166.21586197405,3623.8228223126557,917.8696144918044,2372.212794132083,3290.0824086238877,-5793.957299627906,51627.88538502391,54917.96779364781,Composite Rolled Steel with Metal Decking,130765125.9356,268128.0,350105128.34184694,915.3558815490319,195.96327599718398,Residential,65.0429,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
8,47645.76406860479,3818.634527110016,921.873166664881,2382.614136273487,3304.487302938367,-6151.083687016339,53325.50899632923,56629.9962992676,Composite Cell Beams with Metal Decking,140279619.088,268128.0,350888065.52844745,981.9573336162808,202.54306275340699,Residential,63.43636,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
9,31398.808748718904,5477.086824384327,569.530933254626,28676.898269988815,29246.429203243435,-11100.463304759123,38227.6447506441,40419.18955021784,Steel Frame with CLT Slabs,122321448.388,268128.0,279189770.8036577,856.250138715724,145.76580920067966,Residential,64.73610000000001,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
10,28276.995731295352,5711.209307278666,581.436050410314,41465.16291816999,42046.59896858032,-12582.980480807535,35434.396688409535,37738.56445058985,"CLT, Glulam and Steel Column Hybrid",134785374.9505,268128.0,281596996.6325837,943.4976246535153,135.67361227869915,Residential,66.755,13,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,471744.0,0.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,471744.0,0.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,471744.0,0.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,471744.0,0.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,471744.0,0.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,471744.0,0.0,0.0,,Education,0.0,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,471744.0,,,,Education,,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,471744.0,,,,Education,,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
8,,,,,,,,,Composite Cell Beams with Metal Decking,,471744.0,,,,Education,,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
9,93184.28683855754,14770.398930475158,1771.1828266192558,54215.085877747966,55986.26870436722,-33580.61784767123,110822.40798338444,117445.37882842447,Steel Frame with CLT Slabs,409311460.4732,471744.0,385786911.3958117,2865.180223312121,240.99424307823008,Education,155.52270000000001,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,471744.0,,,,Education,185.76000000000002,27,C32/40 - 75% GGBS,No,Yes,Cavity Wall,12,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,1017792.0,0.0,0.0,,Office,0.0,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,1017792.0,0.0,0.0,,Office,0.0,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,1017792.0,0.0,0.0,,Office,0.0,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,1017792.0,0.0,0.0,,Office,0.0,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,1017792.0,0.0,0.0,,Office,0.0,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,1017792.0,0.0,0.0,,Office,0.0,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,1017792.0,,,,Office,,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,1017792.0,,,,Office,,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
8,,,,,,,,,Composite Cell Beams with Metal Decking,,1017792.0,,,,Office,,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
9,,,,,,,,,Steel Frame with CLT Slabs,,1017792.0,,,,Office,,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
10,66.28966344,4.591491840000001,0.14441676678000004,0.373058712,0.5174754787800001,0.0,74.66528271021537,75.18275818899536,"CLT, Glulam and Steel Column Hybrid",,1017792.0,28696.824000000004,0.0,,Office,0.0,31,C32/40 - 50% GGBS,No,Yes,Cavity Wall,12,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,550368.0,0.0,0.0,,Education,0.0,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,550368.0,0.0,0.0,,Education,0.0,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,550368.0,0.0,0.0,,Education,0.0,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,1450008,550368.0,0.0,0.0,,Education,0.0,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,550368.0,0.0,0.0,,Education,0.0,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,550368.0,0.0,0.0,,Education,0.0,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,550368.0,,,,Education,,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
7,129771.96397016186,11190.145360390221,2691.2722756788976,6955.184115577606,9646.4563912565,-19653.270958303965,145702.94727925354,155349.40367051007,Composite Rolled Steel with Metal Decking,395290727.6118,550368.0,758438237.9660966,2767.0350932823876,269.76492523645254,Education,139.055,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
8,,,,,,,,,Composite Cell Beams with Metal Decking,,550368.0,,,,Education,139.177,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
9,109392.89685815445,16083.957920176255,2045.18951974223,69336.87298188028,71382.06250162251,-33939.013164667165,129666.65045523999,137350.5111220001,Steel Frame with CLT Slabs,404273785.265,550368.0,621091374.3295366,2829.9164968549903,240.74177087347917,Education,142.57500000000002,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
10,94862.87641534583,15846.510008511394,2174.360628192545,112232.54532778723,114406.90595597979,-35511.79913634519,115340.86255471833,123720.61919869814,"CLT, Glulam and Steel Column Hybrid",395066925.4698,550368.0,648169379.4184978,2765.4684782885383,214.5951999989223,Education,157.0,25,C32/40 - 25% GGBS,Yes,Yes,PC Cladding,9,9
0,64901.812628383304,3579.359624712856,2815.65451167575,7273.72891473533,10089.383426411083,10355.925957681904,72636.63567533225,82726.01910174332,RC Flat Slab,151973865.361,296450.0,590613467.7248771,1063.8170575273116,248.61006150399578,Education,126.75,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7,7
1,49889.28345964661,2765.03166305761,2222.820816504898,5742.315494522498,7965.136311027396,7498.574522205943,55860.655038055695,63825.7913490831,PT RC Flat Slab,153951877.6356,296450.0,464715994.1164096,1077.6631434493966,192.06718900828164,Education,124.25000000000001,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7,7
2,44529.791036412935,2448.0168531424983,1849.977817788104,4779.184052233709,6629.161870021814,7810.135982946452,49812.28721304521,56441.449083067,RC Rib Slab,138880747.4411,296450.0,391334294.9565803,972.1652320878902,171.30866063462003,Education,135.62500000000003,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7,7
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,296450.0,0.0,0.0,,Education,0.0,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7,7
4,47280.55312928302,2595.529161048713,1984.9506203519152,5127.847029547084,7112.797649898998,8116.043364110901,52889.867833760465,60002.66548365947,One-Way Spanning RC,132815434.5224,296450.0,417924280.86142004,929.7080416570982,181.5468911297607,Education,135.62500000000003,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7,7
5,54656.52313777818,2652.441530878584,2122.192721997286,5482.372080990663,7604.564802987949,7255.040668164414,60020.01789048661,67624.58269347459,Precast Hollowcore with In-situ RC Beams,134446771.045,296450.0,444627505.6372493,941.1273973150072,205.6371910534715,Education,128.125,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7,7
6,65356.90318697327,5225.097090670421,1773.242967242834,4582.008883224072,6355.251850466906,-5697.189319340904,72502.96222847186,78858.21407893879,Non-Composite Rolled Steel with PCC Planks,211992806.7738,296450.0,370642610.04334784,1483.949647416926,249.57635984445537,Education,139.1125,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7,7
7,54498.19396411995,4652.798104620926,1230.948469472107,3181.281027079271,4412.229496551378,-9734.40388767624,60986.91572468648,65399.145221237835,Composite Rolled Steel with Metal Decking,193417320.849,296450.0,260449682.2241641,1353.9212459430817,210.2912361970975,Education,133.4875,25,C32/40 - 50% GGBS,No,No,Cavity Wall,7,7
