Project No,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X
754,7253.265058586003,PT RC Flat Slab,21303189.4949,37440.0,115679535.45859952,149.12232646436453,173.26575876787714,Healthcare,21.18,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
755,6998.379089515429,RC Rib Slab,20492436.7226,37440.0,112114938.97751217,143.4470570584741,168.00974875932351,Healthcare,22.1,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
756,7508.051794493847,Two-way RC Slab,19243016.1253,37440.0,112058052.2557858,134.70111287690216,181.41660160671609,Healthcare,22.2,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
757,7272.871391764555,One-Way Spanning RC,19616962.6844,37440.0,113553945.852193,137.3187387906355,174.48300760711493,Healthcare,22.2,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
758,8174.594358384969,Precast Hollowcore with In-situ RC Beams,20748727.5863,37440.0,117282311.22077194,145.24109310400695,196.9982911532199,Healthcare,21.6,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
759,7802.51421644704,Non-Composite Rolled Steel with PCC Planks,23593500.6762,37440.0,109506548.36101204,165.15450473368236,191.30597019952725,Healthcare,23.048,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
760,7910.414537254972,Composite Rolled Steel with Metal Decking,23938951.3465,37440.0,105781542.39678888,167.5726594253724,196.0488150204833,Healthcare,22.6536,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
761,8274.11590558005,Composite Cell Beams with Metal Decking,25671740.8091,37440.0,105951860.45679456,179.70218566346847,206.00322917688624,Healthcare,22.11888,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
762,7072.543797330531,Steel Frame with CLT Slabs,24116578.8761,37440.0,97674356.13896848,168.8160521329557,177.0478912302521,Healthcare,22.7564,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
763,6701.717238765201,"CLT, Glulam and Steel Column Hybrid",26169101.9899,37440.0,98087361.30946968,183.18371392952812,167.01745773088808,Healthcare,23.52,4,C32/40 - 50% GGBS,Yes,No,Lightweight Cladding,6
764,4018.9286255479783,RC Flat Slab,9712932.7832,17640.0,28916196.6035532,67.990529482732,204.25919060462985,Healthcare,74.2,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
765,3445.4507752531795,PT RC Flat Slab,10329278.1291,17640.0,25411623.42168762,72.3049469040047,175.2322994974988,Healthcare,73.71,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
766,3481.302472572895,RC Rib Slab,10167418.5518,17640.0,24847050.273386505,71.17192986249425,177.8143073533946,Healthcare,76.3,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
767,3615.897898889613,Two-way RC Slab,9207923.082,17640.0,24422072.30185521,64.45546157416565,185.5118754189373,Healthcare,76.3,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
768,3642.283040629198,One-Way Spanning RC,9612496.9822,17640.0,25756923.89823177,67.28747887540378,185.7806907251874,Healthcare,76.3,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
769,4329.3944451974685,Precast Hollowcore with In-situ RC Beams,10127694.8336,17640.0,29163261.168927263,70.89386383493463,221.67560356708887,Healthcare,75.6,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
770,3950.769402575025,Non-Composite Rolled Steel with PCC Planks,13007308.1182,17640.0,21340477.616674937,91.0511568274407,208.8554129181257,Healthcare,79.2316,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
771,4179.664089857907,Composite Rolled Steel with Metal Decking,13067987.0055,17640.0,20267526.25835765,91.4759090383886,222.9628684232128,Healthcare,79.19800000000001,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
772,4361.70321504995,Composite Cell Beams with Metal Decking,14053882.7402,17640.0,19680613.728599485,98.377179181326,234.25536391383164,Healthcare,75.558,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
773,3568.608596489002,Steel Frame with CLT Slabs,12811309.3238,17640.0,15282852.20637454,89.67916526688504,192.7348371627118,Healthcare,78.6044,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
774,3619.4683941456,"CLT, Glulam and Steel Column Hybrid",14575806.8107,17640.0,17408493.58909451,102.030647674959,193.82091202154723,Healthcare,81.75999999999999,14,C32/40 - 50% GGBS,No,No,PC Cladding,6
775,2327.776105489841,RC Flat Slab,4754642.4123,12600.0,16445888.91568603,33.282496886199795,167.29278257148582,Residential,18.22,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
776,2090.5299377645483,PT RC Flat Slab,5132492.1978,12600.0,15552553.463464145,35.92744538452407,149.9521359298368,Residential,18.1,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
777,2046.611535199216,RC Rib Slab,5101375.1925,12600.0,15161676.813713826,35.709626347214254,147.011618837332,Residential,18.7,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
778,2025.8247938508932,Two-way RC Slab,4062710.8369,12600.0,14605932.274217308,28.438975858645517,145.58315015654145,Residential,18.6,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
779,2076.7134438714475,One-Way Spanning RC,4547569.3515,12600.0,15291766.459891748,31.832985460439115,148.90681139612187,Residential,19.0,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
780,2504.3130889669046,Precast Hollowcore with In-situ RC Beams,5115621.5412,12600.0,17487897.955787983,35.80935078833557,180.11650078677505,Residential,18.7,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
781,2129.036816588785,Non-Composite Rolled Steel with PCC Planks,5755528.5616,12600.0,14341304.55118945,40.28869993148167,155.0985127892331,Residential,19.52,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
782,2375.8869098132564,Composite Rolled Steel with Metal Decking,6054185.1501,12600.0,13794173.671305874,42.37929605057066,175.64054687558558,Residential,19.3536,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
783,2513.505516557616,Composite Cell Beams with Metal Decking,6694427.426,12600.0,13841384.690962182,46.86099198195854,186.8494654213528,Residential,18.69904,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
784,1873.795983386407,Steel Frame with CLT Slabs,6225716.4749,12600.0,11315527.114217583,43.580015324380426,139.079467649053,Residential,19.332,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
785,1828.7870271664967,"CLT, Glulam and Steel Column Hybrid",6233637.3728,12600.0,11412402.921303174,43.63546160960144,135.1830854469472,Residential,19.66,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
786,134288.82595677563,RC Flat Slab,236792135.9606,474320.0,984060102.046914,1657.544951724128,251.5092299999264,Office,112.64,22,C32/40 - 50% GGBS,No,Yes,Cavity Wall,7
788,123965.98335589704,Two-way RC Slab,226509568.4258,474320.0,673466684.0780711,1585.5669789803328,240.4900027069274,Office,124.3,22,C32/40 - 50% GGBS,No,Yes,Cavity Wall,7
789,114637.36198730968,Precast Hollowcore with In-situ RC Beams,216641840.5762,474320.0,777351301.4036515,1516.492884033339,217.06342253870477,Office,116.60000000000002,22,C32/40 - 50% GGBS,No,Yes,Cavity Wall,7
794,84500.33064844938,Steel Frame with CLT Slabs,258121134.8917,293760.0,324145071.1635302,1806.8479442419184,274.4765657261379,Office,172.509,30,C32/40 - 50% GGBS,No,No,Lightweight Cladding,12
795,81706.87247153894,RC Flat Slab,107408578.7207,280800.0,410846976.45710766,751.8600510446458,268.55532023115205,Education,90.45,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
796,64010.19828980812,PT RC Flat Slab,115138011.9282,280800.0,333765321.73300433,805.9660834972365,210.66981853882052,Education,88.83000000000001,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
797,58401.879331627984,RC Rib Slab,105583109.7709,280800.0,290428557.6116072,739.0817683963692,193.0892669284136,Education,96.3,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
798,65286.57272820098,Two-way RC Slab,97355623.9382,280800.0,301822703.87386465,681.489367567219,216.6684143736682,Education,94.5,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
799,65774.09422425972,One-Way Spanning RC,99465917.1548,280800.0,332887003.9828309,696.2614200834255,216.6293432953432,Education,96.75,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
800,60988.80259111012,Precast Hollowcore with In-situ RC Beams,98431826.5453,280800.0,316901894.2174608,689.0227858170597,200.56068079832164,Education,91.35,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
801,69296.12483279091,Non-Composite Rolled Steel with PCC Planks,161974739.8126,280800.0,287821117.3505324,1133.8231786881308,233.4791384578384,Education,100.21500000000002,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
802,58956.31423290588,Composite Rolled Steel with Metal Decking,150632084.8754,280800.0,188069861.9463645,1054.4245941278325,202.69098090738703,Education,97.4196,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
803,44325.80289506739,Steel Frame with CLT Slabs,144571350.0607,280800.0,113003716.28193092,1011.9994504252496,154.57481572528127,Education,96.9732,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
804,44125.908663517206,"CLT, Glulam and Steel Column Hybrid",196077500.9435,280800.0,128771713.03863102,1372.5425066045243,153.71126404209377,Education,105.12000000000002,18,C32/40 - CEM I (OPC),No,No,Curtain Walling,8
805,22542.21942406284,RC Flat Slab,33385002.7673,65856.0,131407910.70629138,233.69501937088057,316.3804250619791,Residential,122.985,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
806,19884.860036495706,PT RC Flat Slab,35615501.9242,65856.0,118751204.42079416,249.3085134691564,279.3552406539081,Residential,122.175,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
807,20397.597026013475,RC Rib Slab,35703531.4991,65856.0,119174604.2681055,249.9247204935014,287.0823494064361,Residential,126.225,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
808,19643.10307111882,Two-way RC Slab,29766090.0158,65856.0,115192254.4296906,208.3626301107944,276.09888327042967,Residential,125.55,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
809,21214.5289311026,One-Way Spanning RC,33157811.9455,65856.0,123797410.98195566,232.10468361815515,297.9190675423557,Residential,126.9,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
810,22750.50281773069,Precast Hollowcore with In-situ RC Beams,35056199.0514,65856.0,133630966.9781388,245.393393359771,319.0349408605407,Residential,126.225,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
811,20385.26326682357,Non-Composite Rolled Steel with PCC Planks,45691041.3498,65856.0,108483914.96571386,319.8372894483306,290.7348871358459,Residential,133.2288,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
812,22210.557835629086,Composite Rolled Steel with Metal Decking,47353957.4449,65856.0,104801987.13529418,331.47770211441684,319.6571408450006,Residential,133.16400000000002,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
813,21730.01056968256,Composite Cell Beams with Metal Decking,47995869.4377,65856.0,99892168.8079823,335.97108606393857,313.5421649787729,Residential,128.03292,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
814,17546.780256381775,Steel Frame with CLT Slabs,41021882.2556,65856.0,86121784.83104202,287.15317578931035,252.56805408291748,Residential,131.1714,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
815,17862.4531853311,"CLT, Glulam and Steel Column Hybrid",42041082.6752,65856.0,89895472.34971786,294.2875787266793,256.2269108242946,Residential,136.485,27,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,7
816,45888.55545481249,Two-way RC Slab,59213816.0278,117040.0,211644538.4279745,414.4967121942859,364.9216109376472,Office,109.725,19,C32/40 - CEM I (OPC),No,Yes,Lightweight Cladding,10
817,39592.91694680386,Precast Hollowcore with In-situ RC Beams,54608786.1977,117040.0,209277617.96535528,382.26150338359554,311.5159991587089,Office,103.07500000000002,19,C32/40 - CEM I (OPC),No,Yes,Lightweight Cladding,10
818,39784.1623850044,Non-Composite Rolled Steel with PCC Planks,83804873.6701,117040.0,172833570.2307237,586.6341156906408,320.1418040282312,Office,112.5921,19,C32/40 - CEM I (OPC),No,Yes,Lightweight Cladding,10
819,34136.4168841813,Composite Rolled Steel with Metal Decking,82283538.4571,117040.0,114954843.249919,575.9847691994037,280.0556912552609,Office,105.8262,19,C32/40 - CEM I (OPC),No,Yes,Lightweight Cladding,10
820,30642.93542805094,Steel Frame with CLT Slabs,89338849.8892,117040.0,87584817.97556236,625.3719492244529,254.18334451011307,Office,107.977,19,C32/40 - CEM I (OPC),No,Yes,Lightweight Cladding,10
821,28701.015024572785,"CLT, Glulam and Steel Column Hybrid",83742585.9009,117040.0,104661853.01589637,586.1981013065941,234.1213738500555,Office,123.12,19,C32/40 - CEM I (OPC),No,Yes,Lightweight Cladding,10
822,44837.91207347187,Composite Rolled Steel with Metal Decking,148584137.8091,230850.0,187722375.66410717,1040.0889646635133,185.16220230988503,Office,105.6818,19,C32/40 - 75% GGBS,No,Yes,Timber Cladding,9
823,51713.14661421504,Composite Cell Beams with Metal Decking,180468186.0708,230850.0,193769495.5620289,1263.27730249561,215.43792031417823,Office,105.77452,19,C32/40 - 75% GGBS,No,Yes,Timber Cladding,9
824,44884.21740093505,Steel Frame with CLT Slabs,164122470.8094,230850.0,137662510.79646444,1148.8572956661026,189.00174668224744,Office,109.8219,19,C32/40 - 75% GGBS,No,Yes,Timber Cladding,9
825,35118.9973868204,"CLT, Glulam and Steel Column Hybrid",152828170.4111,230850.0,142058686.22210145,1069.7971928779543,145.6056641094611,Office,118.56,19,C32/40 - 75% GGBS,No,Yes,Timber Cladding,9
826,39418.39315050913,Non-Composite Rolled Steel with PCC Planks,97339500.5271,150480.0,219328140.40649503,681.3765036898408,244.7974783797576,Office,18.354,3,C32/40 - 25% GGBS,No,No,Lightweight Cladding,11
827,34417.516306131874,Composite Rolled Steel with Metal Decking,105316863.4014,150480.0,152943155.72347903,737.2180438096866,219.80480069113148,Office,17.1312,3,C32/40 - 25% GGBS,No,No,Lightweight Cladding,11
828,32754.081299377394,Steel Frame with CLT Slabs,119408531.7702,150480.0,116843208.85810918,835.8597223914394,213.08933125237328,Office,17.3103,3,C32/40 - 25% GGBS,No,No,Lightweight Cladding,11
829,23749.02863120054,"CLT, Glulam and Steel Column Hybrid",108417350.3879,150480.0,116659242.2919592,758.9214527155015,152.03784453984028,Office,21.0,3,C32/40 - 25% GGBS,No,No,Lightweight Cladding,11
830,14384.721493944144,RC Flat Slab,21999445.3426,42900.0,90403916.76693332,153.9961173979126,304.27519086277323,Healthcare,28.1,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
831,10034.898146744728,PT RC Flat Slab,21224454.091,42900.0,68059987.09670478,148.5711786368007,211.7423674328098,Healthcare,27.125,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
832,12169.322859401833,Two-way RC Slab,19202489.437,42900.0,70843216.15288788,134.4174260587721,259.9964594368209,Healthcare,30.0,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
833,10291.422477102504,Precast Hollowcore with In-situ RC Beams,17311175.207,42900.0,67008092.70958605,121.1782264487417,217.60035566325655,Healthcare,28.625,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
834,10123.120036915849,Non-Composite Rolled Steel with PCC Planks,24290033.3782,42900.0,56746089.96000968,170.03023364743387,219.0862656104673,Healthcare,31.758,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
835,9286.761159471434,Composite Rolled Steel with Metal Decking,24374767.1778,42900.0,44950048.701155335,170.6233702444206,204.39247490508225,Healthcare,30.552,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
836,10511.356839563145,Composite Cell Beams with Metal Decking,29947438.8632,42900.0,46046809.55063323,209.6320720423988,233.3865056900512,Healthcare,31.4307,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
837,9198.17790942506,Steel Frame with CLT Slabs,29701107.6642,42900.0,37156463.19009484,207.90775364935217,205.93650740924568,Healthcare,30.8505,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
838,7897.898121600288,"CLT, Glulam and Steel Column Hybrid",26885300.4132,42900.0,39727396.98077172,188.1971028924186,173.608445182045,Healthcare,37.6,5,C32/40 - 25% GGBS,No,Yes,PC Cladding,11
839,18422.327632313667,RC Flat Slab,44257626.5859,70200.0,184877917.86696783,309.80338610112074,227.5205872118229,Education,125.625,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
840,14688.193090222368,PT RC Flat Slab,43882806.2717,70200.0,153089659.06149948,307.17964390187154,181.67306074562904,Education,123.375,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
841,13694.43554609186,RC Rib Slab,41424238.5597,70200.0,141327824.9176035,289.96966991823626,170.34437624784255,Education,131.875,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
842,14273.101067612442,One-Way Spanning RC,40936152.5489,70200.0,145506778.14210647,286.55306784251445,177.48713051533085,Education,136.25,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
843,16629.20193898539,Precast Hollowcore with In-situ RC Beams,40205790.3412,70200.0,151825977.44736552,281.440532388538,209.2452299031169,Education,125.625,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
844,20440.56365979664,Non-Composite Rolled Steel with PCC Planks,58466468.7796,70200.0,144555777.0014223,409.26528145704896,267.32254245316904,Education,137.21,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
845,16530.39833507358,Composite Rolled Steel with Metal Decking,52584231.6337,70200.0,112172346.27305648,368.08962143604737,218.81213535278332,Education,131.50000000000003,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
846,17662.053448696413,Composite Cell Beams with Metal Decking,57961621.2956,70200.0,111867777.30352198,405.73134906916806,235.57599923909885,Education,128.36398667589057,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
847,14703.444610732582,Steel Frame with CLT Slabs,51656156.3109,70200.0,92375695.57835144,361.5930941765539,196.9831719909052,Education,133.965,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
848,14225.394635448984,"CLT, Glulam and Steel Column Hybrid",58394779.1344,70200.0,97439182.23525724,408.7634539409565,189.35136785342155,Education,139.0,25,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
849,107291.5706780327,RC Rib Slab,232660006.4579,453024.0,747522977.1362053,1628.6200452050416,212.42950136666667,Office,134.4,24,C32/40 - 50% GGBS,No,No,PC Cladding,11
856,19351.291475893027,Two-way RC Slab,30588309.7794,33852.0,106217224.48502208,214.1181684554779,524.3303770272365,Office,179.8,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
857,17717.252690968195,Precast Hollowcore with In-situ RC Beams,27724645.5033,33852.0,105893510.98066828,194.0725185233977,476.077274963959,Office,161.97500000000002,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
858,19180.43841692677,Non-Composite Rolled Steel with PCC Planks,40083732.1731,33852.0,95893715.4567537,280.5861252114183,526.520763507659,Office,174.3471,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
859,16258.23245677312,Composite Rolled Steel with Metal Decking,36284003.6358,33852.0,74267456.21509178,253.9880254507396,450.22457089763583,Office,165.6795,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
860,16441.54892139813,Composite Cell Beams with Metal Decking,37570759.913,33852.0,74594225.67000763,262.9953193908941,455.740039770566,Office,165.91504117625877,31,C32/40 - 25% GGBS,No,Yes,Timber Cladding,7
